goodreadsBookId,title,series,author,rating,description,language,isbn,genres,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,coverImg
3165162-percy-jackson-and-the-olympians,Percy Jackson and the Olympians,Percy Jackson and the Olympians #1-3,Rick Riordan (Goodreads Author),4.59,"Humans and half-bloods agree—Percy Jackson and the Olympians is a series fit for heroes! Relive the adventure from the beginning with this boxed set of the first three books with glorious new cover art by John Rocco.
  The Lightning Thief
Percy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. When his mom tells him the truth about where he came from, she takes him to the one place he'll be safe—Camp Half-Blood, a summer camp for demigods (on Long Island). There, Percy learns that the father he never knew is actually Poseidon, God of the Sea. Soon Percy finds himself caught up in a mystery that could lead to disastrous consequences. Together with his friends—a satyr and another the demigod daughter of Athena—Percy sets out on a quest to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.
  The Sea of Monsters
After a summer spent trying to prevent a catastrophic war among the Greek gods, Percy Jackson finds his seventh-grade school year unnervingly calm. But things don't stay quiet for long. Percy soon discovers there is trouble at Camp Half-Blood: the magical borders which protect Half-Blood Hill have been poisoned by a mysterious enemy, and the only safe haven for demigods is on the verge of being overrun by mythological monsters. To save the camp, Percy needs the help of his best friend, Grover, who has been taken prisoner by the Cyclops Polyphemus on an island somewhere in the Sea of Monsters—the dangerous waters Greek heroes have sailed for millennia—only today, the Sea of Monsters goes by a new name: the Bermuda Triangle. Now Percy and his friends must retrieve the Golden Fleece from the Island of the Cyclops by the end of the summer or Camp Half-Blood will be destroyed. But first, Percy will learn a stunning new secret about his family—one that makes him question whether being claimed as Poseidon's son is an honor or simply a cruel joke…
  The Titan's Curse
When Percy Jackson receives a distress call from his friend Grover, he immediately prepares for battle. He knows he'll need his powerful demigod allies, Annabeth and Thalia, at his side; his trusty bronze sword Riptide; and…a ride from his mom. The demigods race to the rescue, to find that Grover has made an important discovery: two new powerful half-bloods whose parentage is unknown. But that's not all that awaits them. The Titan lord, Kronos, has set up his most devious trap yet, and the young heroes have unwittingly fallen prey. Hilarious and action-packed, this third adventure in the series finds Percy faced with his most dangerous challenge so far: the chilling prophecy of the Titan's curse.",English,9.78142E+12,"['Fantasy', 'Young Adult', 'Mythology', 'Adventure', 'Fiction', 'Greek Mythology', 'Magic', 'Urban Fantasy', 'Childrens', 'Middle Grade']",Boxed Set,1032,Hyperion Books for Children,September 16th 2008,,[],39475,"['27941', '7921', '2774', '500', '339']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181482l/3165162.jpg
36314.Tales_of_H_P_Lovecraft,Tales of H.P. Lovecraft,,"H.P. Lovecraft, Joyce Carol Oates (Editor)",4.24,"When he died in 1937, destitute and emotionally and physically ruined.  H.P. Lovecraft had no idea that he would come to be regarded as the godfather of the modern horror genre, nor that his work would influence an entire generation of writers, including Stephen King and Anne Rice. Now, at last, the most important tales of this distinctive American genious are gathered in one volume by National Book Award-winning author Joyce Carol Oates.Combining the nineteenth-century gothic sesibility of Edgar Allan Poe with a daring internal vision, Lovecraft's tales foretold a psychically troubled century to come.  Set in a meticulously described, historically grounded New England landscape, his harrowing stories explore the collapse of sanity beneath the weight of chaotic events.  Lovecraft's universe is a frightening shadow world where reality and nightmare intertwine, and redemption can come only from below.  In her preceptive and penetrating introduction, Oates, herself a virtuoso of the Gothic style, explains how Lovecraft's singular talents fused the supernatural and mundane into a terrifying complex, exquisitely realized vision.",English,9.78006E+12,"['Horror', 'Fiction', 'Short Stories', 'Classics', 'Fantasy', 'Science Fiction', 'Gothic', 'Literature', 'Weird Fiction', 'Lovecraftian']",,352,Ecco,September 19th 2000,10/28/35,[],8852,"['4135', '3097', '1309', '241', '70']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168709833l/36314._SX318_.jpg
9809.Invisible_Cities,Invisible Cities,,"Italo Calvino, William Weaver (Translator)",4.12,"""Kublai Khan does not necessarily believe everything Marco Polo says when he describes the cities visited on his expeditions, but the emperor of the Tartars does continue listening to the young Venetian with greater attention and curiosity than he shows any other messenger or explorer of his."" So begins Italo Calvino's compilation of fragmentary urban images. As Marco tells the khan about Armilla, which ""has nothing that makes it seem a city, except the water pipes that rise vertically where the houses should be and spread out horizontally where the floors should be,"" the spider-web city of Octavia, and other marvelous burgs, it may be that he is creating them all out of his imagination, or perhaps he is recreating fine details of his native Venice over and over again, or perhaps he is simply recounting some of the myriad possible forms a city might take.",English,9.78016E+12,"['Fiction', 'Classics', 'Fantasy', 'Short Stories', 'Magical Realism', 'Italian Literature', 'Literature', 'Italy', 'Architecture', 'Novels']",,165,Harcourt,1974,11/03/1972,"['Nebula Award Nominee for Best Novel (1976)', 'National Book Award Finalist for Translation (1975)']",62127,"['27444', '20435', '9796', '3138', '1314']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468623303l/9809.jpg
22055262-a-darker-shade-of-magic,A Darker Shade of Magic,Shades of Magic #1,V.E. Schwab,4.07,"Kell is one of the last Antari—magicians with a rare, coveted ability to travel between parallel Londons; Red, Grey, White, and, once upon a time, Black.Kell was raised in Arnes—Red London—and officially serves the Maresh Empire as an ambassador, traveling between the frequent bloody regime changes in White London and the court of George III in the dullest of Londons, the one without any magic left to see.Unofficially, Kell is a smuggler, servicing people willing to pay for even the smallest glimpses of a world they'll never see. It's a defiant hobby with dangerous consequences, which Kell is now seeing firsthand.After an exchange goes awry, Kell escapes to Grey London and runs into Delilah Bard, a cut-purse with lofty aspirations. She first robs him, then saves him from a deadly enemy, and finally forces Kell to spirit her to another world for a proper adventure.Now perilous magic is afoot, and treachery lurks at every turn. To save all of the worlds, they'll first need to stay alive.",English,9.78077E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adult', 'Audiobook', 'Adventure', 'Historical Fiction', 'Science Fiction Fantasy', 'Urban Fantasy']",,400,Tor Books,February 24th 2015,,"[""Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2019)"", 'Tähtifantasia Award Nominee (2020)', 'Goodreads Choice Award Nominee for Fantasy (2015)']",201402,"['72545', '83689', '34572', '7579', '3017']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400322851l/22055262.jpg
18692431-everything-everything,"Everything, Everything",,"Nicola Yoon (Goodreads Author), David Yoon (Goodreads Author) (Illustrations)",4.05,"My disease is as rare as it is famous. It’s a form of Severe Combined Immunodeficiency, but basically, I’m allergic to the world. I don’t leave my house, have not left my house in fifteen years. The only people I ever see are my mom and my nurse, Carla.But then one day, a moving truck arrives. New next door neighbors. I look out the window, and I see him. He’s tall, lean and wearing all black—black t-shirt, black jeans, black sneakers and a black knit cap that covers his hair completely. He catches me looking and stares at me. I stare right back. His name is Olly. I want to learn everything about him, and I do. I learn that he is funny and fierce. I learn that his eyes are Atlantic Ocean-blue and that his vice is stealing silverware. I learn that when I talk to him, my whole world opens up, and I feel myself starting to change—starting to want things. To want out of my bubble. To want everything, everything the world has to offer.Maybe we can’t predict the future, but we can predict some things. For example, I am certainly going to fall in love with Olly. It’s almost certainly going to be a disaster.",English,9.78055E+12,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Young Adult Contemporary', 'Teen', 'Coming Of Age', 'Young Adult Romance']",,306,Delacorte Books for Young Readers,September 1st 2015,,"['South Carolina Book Award for Young Adult (2018)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2017)"", 'Rhode Island Teen Book Award (2017)', 'Evergreen Teen Book Award (2018)', 'Soaring Eagle Book Award (2016)', 'Milwaukee County Teen Book Award Nominee (2017)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2016)', 'Eliot Rosewater Indiana High School Book Award (2018)', 'Goodreads Choice Award Nominee for Debut Goodreads Author, and for Young Adult Fiction (2015)', 'Missouri Gateway Readers Award Nominee (2017)']",378851,"['151068', '130610', '70470', '19628', '7075']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450515891l/18692431._SY475_.jpg
7669.Timeline,Timeline,,Michael Crichton,3.85,"In an Arizona desert, a man wanders in a daze, speaking words that make no sense. Within twenty-four hours he is dead, his body swiftly cremated by his only known associates. Halfway around the world, archaeologists make a shocking discovery at a medieval site. Suddenly they are swept off to the headquarters of a secretive multinational corporation that has developed an astounding technology. Now this group is about to get a chance not to study the past but to enter it. And with history opened up to the present, the dead awakened to the living, these men and women will soon find themselves fighting for their very survival -- six hundred years ago.",English,9.7801E+12,"['Science Fiction', 'Fiction', 'Thriller', 'Time Travel', 'Historical Fiction', 'Fantasy', 'Adventure', 'Historical', 'Science Fiction Fantasy', 'Suspense']",,489,Arrow Books,Jun-00,11/16/99,[],189871,"['56175', '68939', '48337', '12912', '3508']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405420745l/7669.jpg
17309.This_Present_Darkness,This Present Darkness,Darkness #1,Frank E. Peretti,4.23,"""For we do not wrestle against flesh and blood, but against the rulers, against the authorities, against the cosmic powers over this present darkness, against the spiritual forces of evil in the heavenly places."" Ephesians 6:12Ashton is just a typical small town. But when a skeptical reporter and a prayerful, hardworking pastor begin to investigate mysterious events, they suddenly find themselves caught up in a hideous New Age plot to enslave the townspeople, and eventually the entire human race. The physical world meets the spiritual realm as the battle rages between forces of good and evil.This Present Darkness is a gripping story that brings keen insight into spiritual warfare and the necessity of prayer. Since its original publication more than 2.7 million copies have been sold. The companion volume, Piercing the Darkness, continues the story of the battle between spiritual forces.",English,9.78158E+12,"['Fiction', 'Christian Fiction', 'Christian', 'Fantasy', 'Thriller', 'Religion', 'Spirituality', 'Christianity', 'Faith', 'Supernatural']",,376,Crossway Books,June 26th 2003,10/28/86,[],92920,"['48592', '25628', '12359', '3820', '2521']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388202265l/17309.jpg
460548.Go_Dog_Go_,"Go, Dog. Go!",,P.D. Eastman,4.1,"Reading goes to the dogs in this timeless Beginner Book edited by Dr. Seuss. From big dogs and little dogs to red, green, and blue dogs, dogs going up and dogs going fast . . . who knew dogs were so busy? And laughter will ensue at the repeated question “Do you like my hat?” Like P. D. Eastman’s classic Are You My Mother? Go, Dog. Go! has been a go-to favorite for over fifty years, leaving audiences of all breeds wagging their tails with delight. Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning. ""The canine cartoons make an elementary text funny and coherent and still one of the best around.""--School Library Journal.  ",English,9.78039E+12,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Dogs', 'Kids', 'Juvenile', 'Poetry', 'Fantasy']",Beginner Books (Book Club Edition),64,Random House,March 12th 1961,10/28/61,[],79201,"['38144', '19030', '15781', '4571', '1675']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578440l/460548.jpg
22896.Practical_Magic,Practical Magic,Practical Magic #1,Alice Hoffman (Goodreads Author),3.77,"The Owens sisters confront the challenges of life and love in this bewitching novel from New York Times bestselling author Alice Hoffman.For more than two hundred years, the Owens women have been blamed for everything that has gone wrong in their Massachusetts town. Gillian and Sally have endured that fate as well: as children, the sisters were forever outsiders, taunted, talked about, pointed at. Their elderly aunts almost seemed to encourage the whispers of witchery, with their musty house and their exotic concoctions and their crowd of black cats. But all Gillian and Sally wanted was to escape. One will do so by marrying, the other by running away. But the bonds they share will bring them back—almost as if by magic...",English,9.78043E+12,"['Fantasy', 'Fiction', 'Magical Realism', 'Romance', 'Witches', 'Magic', 'Paranormal', 'Chick Lit', 'Adult', 'Adult Fiction']",Reissue,286,Penguin,August 5th 2003,07/01/1995,[],75134,"['19344', '27757', '21083', '5435', '1515']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490354120l/22896._SY475_.jpg
6134826-blue-moon,Blue Moon,The Immortals #2,Alyson Noel (Goodreads Author),3.61,"Alyson Noël's bestselling Immortals series has been hailed as ""addictive,"" ""beautiful,"" ""haunting,"" and ""mesmerizing."" In Blue Moon, Ever has a chance to bring her family back from the dead - but only if she's willing to sacrifice the guy she loves more than life itself.Just as Ever is learning everything she can about her new abilities as an immortal, initiated into the dark, seductive world by her beloved Damen, something terrible is happening to him. As Ever's powers are increasing, Damen's begin to fade after he is stricken by a mysterious illness that threatens his memory, his identity, his life.Desperate to save him, Ever travels to the mystical dimension of Summerland, where she uncovers not only the secrets of Damen's past - the brutal, tortured history he hoped to keep hidden - but also an ancient text revealing the workings of time. With the approaching blue moon heralding her only window for travel, Ever is forced to decide between turning back the clock and saving her family from the accident that claimed them - or staying in the present and saving Damen, who grows weaker each day....",English,9.78031E+12,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Paranormal Romance', 'Fiction', 'Magic', 'Urban Fantasy', 'Teen']",1st Edition,284,St. Martin's Griffin,July 7th 2009,,"[""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010)""]",87332,"['24272', '24013', '23916', '10558', '4573']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336365l/6134826.jpg
8694.Life_the_Universe_and_Everything,"Life, the Universe and Everything",The Hitchhiker's Guide to the Galaxy #3,Douglas Adams,4.2,"The unhappy inhabitants of planet Krikkit are sick of looking at the night sky above their heads–so they plan to destroy it. The universe, that is. Now only five individuals stand between the killer robots of Krikkit and their goal of total annihilation.They are Arthur Dent, a mild-mannered space and time traveler who tries to learn how to fly by throwing himself at the ground and missing; Ford Prefect, his best friend, who decides to go insane to see if he likes it; Slartibartfast, the indomitable vice president of the Campaign for Real Time, who travels in a ship powered by irrational behavior; Zaphod Beeblebrox, the two-headed, three-armed ex-president of the galazy; and Trillian, the sexy space cadet who is torn between a persistent Thunder God and a very depressed Beeblebrox.How will it all end? Will it end? Only this stalwart crew knows as they try to avert “universal” Armageddon and save life as we know it–and don’t know it!",English,9.78035E+12,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Science Fiction Fantasy', 'Classics', 'Audiobook', 'Adventure', 'Novels']",,224,Del Rey,April 26th 2005,12/29/82,[],195510,"['85788', '69752', '33709', '5277', '984']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333577589l/8694.jpg
10929.For_One_More_Day,For One More Day,,Mitch Albom (Goodreads Author),4.1,"""Every family is a ghost story...""Mitch Albom mesmerized readers around the world with his number one 
  New York Times
 bestsellers, The Five People You Meet in Heaven and Tuesdays with Morrie. Now he returns with a beautiful, haunting novel about the family we love and the chances we miss.For One More Day is the story of a mother and a son, and a relationship that covers a lifetime and beyond. It explores the question: What would you do if you could spend one more day with a lost loved one? As a child, Charley ""Chick"" Benetto was told by his father, ""You can be a mama's boy or a daddy's boy, but you can't be both."" So he chooses his father, only to see the man disappear when Charley is on the verge of adolescence. Decades later, Charley is a broken man. His life has been crumbled by alcohol and regret. He loses his job. He leaves his family. He hits bottom after discovering his only daughter has shut him out of her wedding. And he decides to take his own life.He makes a midnight ride to his small hometown, with plans to do himself in. But upon failing even to do that, he staggers back to his old house, only to make an astonishing discovery. His mother, who died eight years earlier, is still living there, and welcomes him home as if nothing ever happened..What follows is the one ""ordinary"" day so many of us yearn for, a chance to make good with a lost parent, to explain the family secrets, and to seek forgiveness. Somewhere between this life and the next, Charley learns the astonishing things he never knew about his mother and her sacrifices. And he tries, with her tender guidance, to put the crumbled pieces of his life back together.Through Albom's inspiring characters and masterful storytelling, readers will newly appreciate those whom they love and may have thought they'd lost in their own lives. For One More Day is a book for anyone in a family, and will be cherished by Albom's millions of fans worldwide.",English,9.7814E+12,"['Fiction', 'Inspirational', 'Contemporary', 'Adult', 'Adult Fiction', 'Novels', 'Family', 'Fantasy', 'Drama', 'Self Help']",,197,Hachette Books,September 26th 2006,,[],124259,"['49399', '45316', '23656', '4735', '1153']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438705425l/10929._SX318_.jpg
249.Tropic_of_Cancer,Tropic of Cancer,Tropic #2,"Henry Miller, Jiří Níl (Translator)",3.68,"Now hailed as an American classic Tropic of Cancer, Henry Miller’s masterpiece, was banned as obscene in this country for twenty-seven years after its first publication in Paris in 1934. Only a historic court ruling that changed American censorship standards, ushering in a new era of freedom and frankness in modern literature, permitted the publication of this first volume of Miller’s famed mixture of memoir and fiction, which chronicles with unapologetic gusto the bawdy adventures of a young expatriate writer, his friends, and the characters they meet in Paris in the 1930s. Tropic of Cancer is now considered, as Norman Mailer said, ""one of the ten or twenty great novels of our century.""",English,9.7808E+12,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Banned Books', 'Erotica', '20th Century', 'Literary Fiction', 'France']",,318,Grove Press,January 6th 1994,10/28/34,[],64703,"['17985', '21217', '15611', '6354', '3536']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408753140l/249.jpg
17343.Till_We_Have_Faces,Till We Have Faces,,C.S. Lewis,4.16,"In this timeless tale of two mortal princesses- one beautiful and one unattractive- C.S. Lewis reworks the classical myth of Cupid and Psyche into an enduring piece of contemporary fiction. This is the story of Orual, Psyche's embittered and ugly older sister, who posessively and harmfully loves Psyche. Much to Orual's frustration, Psyche is loved by Cupid, the god of love himself, setting the troubled Orual on a path of moral development.Set against the backdrop of Glome, a barbaric, pre-Christian world, the struggles between sacred and profane love are illuminated as Orual learns that we cannot understand the intent of the gods ""till we have faces"" and sincerity in our souls and selves.",English,1E+13,"['Fiction', 'Fantasy', 'Classics', 'Mythology', 'Christian', 'Religion', 'Christianity', 'Literature', 'Christian Fiction', 'Philosophy']",,313,Harcourt Paperbacks,August 6th 2006,10/28/56,['Tähtifantasia Award Nominee (2014)'],54864,"['25479', '17265', '8641', '2459', '1020']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381692105l/17343.jpg
693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,The Absolutely True Diary of a Part-Time Indian,,"Sherman Alexie, Ellen Forney (Illustrator)",4.1,"Bestselling author Sherman Alexie tells the story of Junior, a budding cartoonist growing up on the Spokane Indian Reservation. Determined to take his future into his own hands, Junior leaves his troubled school on the rez to attend an all-white farm town high school where the only other Indian is the school mascot.Heartbreaking, funny, and beautifully written, The Absolutely True Diary of a Part-Time Indian, which is based on the author's own experiences, coupled with poignant drawings by Ellen Forney that reflect the character's art, chronicles the contemporary adolescence of one Native American boy as he attempts to break away from the life he was destined to live.With a foreward by Markus Zusak & interviews with Sherman Alexie and Ellen Forney ",English,9.78032E+12,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Humor', 'Coming Of Age', 'Teen', 'School', 'Audiobook', 'Cultural']",,230,"Little, Brown Books for Young Readers",September 12th 2007,,"[""National Book Award for Young People's Literature (2007)"", 'Odyssey Award (2009)', 'American Indian Library Association Award', 'South Carolina Book Award Nominee for Young Adult Book Award (2010)', 'Rhode Island Teen Book Award Nominee (2009)', 'Michigan Library Association Thumbs Up! Award Nominee (2008)', 'Florida Teens Read Nominee (2009)', 'American Indian Youth Literature Award for Best Young Adult Book (Award Retroactively Rescinded in 2018) (2008)', 'Boston Globe-Horn Book Award for Fiction (2008)', 'The Inky Awards Nominee for Silver Inky (2009)', 'California Young Readers Medal for Young Adult (2010)', 'Lincoln Award Nominee (2011)', 'James Cook Book Award Nominee (2009)', 'The Inky Awards Shortlist for Silver Inky (2009)']",224351,"['91605', '82874', '35467', '9689', '4716']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327908992l/693208.jpg
344262.Bloodfever,Bloodfever,Fever #2,Karen Marie Moning (Goodreads Author),4.28,"I used to think my sister and I were just two nice southern girls who’d get married in a few years and settle down to a quiet life. Then I discovered that Alina and I descend, not from good wholesome southern stock, but from an ancient Celtic bloodline of powerful sidhe-seers, people who can see the Fae. Not only can I see the terrifying otherworldly race, but I can sense the sacred Fae relics that hold the deadliest of their magic.When my sister was found dead in a trash-filled alley in Dublin, I came over to get answers. Now all I want is revenge. And after everything I’ve learned about myself, I know I have the power to get it….MacKayla Lane’s ordinary life underwent a complete makeover when she landed on Ireland’s shores and was plunged into a world of deadly sorcery and ancient secrets. In her fight to stay alive, Mac must find the Sinsar Dubh–a million-year-old book of the blackest magic imaginable, which holds the key to power over both the worlds of the Fae and of Man. Pursued by Fae assassins, surrounded by mysterious figures she knows she cannot trust, Mac finds herself torn between two deadly and irresistible men: V’lane, the insatiable Fae who can turn sensual arousal into an obsession for any woman, and the ever-inscrutable Jericho Barrons, a man as alluring as he is mysterious. For centuries the shadowy realm of the Fae has coexisted with that of humans. Now the walls between the two are coming down, and Mac is the only thing that stands between them.…",English,9.78039E+12,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fae', 'Paranormal Romance', 'Adult', 'Fiction', 'Magic', 'Supernatural']",,303,Delacorte Press,October 16th 2007,,"[""Romantic Times Reviewers' Choice Award (RT Award) for Best Historical Time Travel (1999)""]",94626,"['45432', '33481', '12771', '2301', '641']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302566396l/344262.jpg
40490167-maus,"Maus: Un survivant raconte, tome 1: Mon père saigne l'histoire",Maus #1,Art Spiegelman,4.35,"Maus raconte la vie de Vladek Spiegelman, rescapé juif des camps nazis, et de son fils, auteur de bandes dessinées, qui cherche un terrain de réconciliation avec son père, sa terrifiante histoire et l'Histoire. Des portes d'Auschwitz aux trottoirs de New York se déroule en deux temps (les années 30 et les années 70) le récit d'une double survie : celle du père, mais aussi celle du fils, qui se débat pour survivre au survivant. Ici, les Nazis sont des chats et les Juifs des souris.",French,9.78208E+12,"['Graphic Novels', 'Comics', 'History', 'Nonfiction', 'Memoir', 'Holocaust', 'Biography', 'Historical', 'War', 'Graphic Novels Comics']",,159,Flammarion,Jun-18,08/12/1986,"['Pulitzer Prize for Letters Award (1992)', ""Prix du Festival d'Angoulême for Alfred du meilleur album étranger (1988)"", 'Urhunden Prize for Foreign Album (1988)', 'National Book Critics Circle Award Nominee for Biography/Autobiography (1986)']",251316,"['141388', '71789', '26620', '6849', '4670']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528405439l/40490167._SY475_.jpg
8652190-awakened,Awakened,House of Night #8,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",4.01,"Exonerated by the Vampyre High Council and returned to her position of High Priestess at Tulsa’s House of Night, Neferet has sworn vengeance on Zoey. Dominion over her immortal consort Kalona is only one of the weapons she plans to use against Z. But Zoey has found sanctuary on the Isle of Skye and is being groomed by Queen Sgiach to take over for her there. Being Queen would be cool, wouldn’t it? Why should she return to Tulsa? After losing her human consort, Heath, she will never be the same – and her relationship with her super-hot-warrior, Stark, may never be the same either… And what about Stevie Rae and Rephaim? The Raven Mocker refuses to be used against Stevie Rae, but what choice does he have when no one in the entire world, including Zoey, would be okay with their relationship? Does he betray his father or his heart?",English,9.78031E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Paranormal Romance', 'Fiction', 'Urban Fantasy', 'Magic']",First Edition,290,St. Martin's Griffin,January 4th 2011,,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Favorite Book (2011)'],122975,"['52837', '33942', '24574', '8056', '3566']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307744664l/8652190.jpg
14817.A_Scanner_Darkly,A Scanner Darkly,,Philip K. Dick,4.01,"Substance D is not known as Death for nothing. It is the most toxic drug ever to find its way on to the streets of LA. It destroys the links between the brain's two hemispheres, causing, first, disorientation and then complete and irreversible brain damage.The undercover narcotics agent who calls himself Bob Arctor is desperate to discover the ultimate source of supply. But to find any kind of lead he has to pose as a user and, inevitably, without realising what is happening, Arctor is soon as addicted as the junkies he works among...",English,9.78058E+12,"['Science Fiction', 'Fiction', 'Dystopia', 'Science Fiction Fantasy', 'Novels', 'Classics', 'Cyberpunk', 'Thriller', 'Mystery', 'Crime']",,219,Gollancz,August 17th 2006,01/28/77,"['Locus Award Nominee for Best SF Novel (1978)', 'British Science Fiction Association Award for Novel (1978)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978)', ""Graoully d'Or for Roman étranger (1979)"", 'Tähtivaeltaja Award (1991)']",88950,"['31551', '34532', '16932', '4206', '1729']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388737865l/14817.jpg
3227063-the-way-of-shadows,The Way of Shadows,Night Angel #1,Brent Weeks (Goodreads Author),4.14,"From New York Times Bestselling author Brent Weeks... For Durzo Blint, assassination is an art-and he is the city's most accomplished artist. For Azoth, survival is precarious. Something you never take for granted. As a guild rat, he's grown up in the slums, and learned to judge people quickly - and to take risks. Risks like apprenticing himself to Durzo Blint.But to be accepted, Azoth must turn his back on his old life and embrace a new identity and name. As Kylar Stern, he must learn to navigate the assassins' world of dangerous politics and strange magics - and cultivate a flair for death.",English,9.78032E+12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Magic', 'High Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Dark Fantasy', 'Audiobook']",,645,Orbit,October 1st 2008,,"['David Gemmell Legend Award Nominee (2009)', 'Compton Crook Award Nominee (2009)']",148920,"['65515', '51342', '22535', '6522', '3006']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881551l/3227063.jpg
35743.The_Tin_Drum,The Tin Drum,Die Danziger Trilogie #1,"Günter Grass, Ralph Manheim (Translator)",3.96,On his third birthday Oskar decides to stop growing. Haunted by the deaths of his parents and wielding his tin drum Oskar recounts the events of his extraordinary life; from the long nightmare of the Nazi era to his anarchic adventures in post-war Germany.,English,9.7801E+12,"['Fiction', 'Classics', 'German Literature', 'Historical Fiction', 'Literature', 'Germany', 'Magical Realism', 'Novels', 'Nobel Prize', 'War']",,580,Vintage,2005,10/28/59,"['PEN Translation Prize for Ralph Manheim (1964)', 'Prix du Meilleur Livre Étranger for Roman (1962)', 'Schlegel-Tieck Prize for Breon Mitchell (2010)', 'Preis der Gruppe 47 (1958)']",38326,"['14456', '12886', '7106', '2616', '1262']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945103l/35743.jpg
9680718-half-blood,Half-Blood,Covenant #1,Jennifer L. Armentrout (Goodreads Author),4.13,"The Hematoi descend from the unions of gods and mortals, and the children of two Hematoi pure bloods have godlike powers. Children of Hematoi and mortals--well, not so much. Half-bloods only have two options: become trained Sentinels who hunt and kill daimons or become servants in the homes of the pures.Seventeen-year-old Alexandria would rather risk her life fighting than waste it scrubbing toilets, but she may end up slumming it anyway. There are several rules that students at the Covenant must follow. Alex has problems with them all, but especially rule #1:Relationships between pures and halfs are forbidden. Unfortunately, she's crushing hard on the totally hot pure-blood Aiden. But falling for Aiden isn't her biggest problem--staying alive long enough to graduate the Covenant and become a Sentinel is.If she fails in her duty, she faces a future worse than death or slavery: being turned into a daimon, and being hunted by Aiden. And that would kind of suck.",English,9.78098E+12,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Mythology', 'Paranormal Romance', 'Urban Fantasy', 'Supernatural', 'Greek Mythology', 'Magic']",,281,Spencer Hill Press,October 18th 2011,,[],81206,"['36763', '25973', '12702', '3528', '2240']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311865840l/9680718.jpg
